OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE_FIXED,REPORT_DATE,OCC_DATE_FIXED,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84
81,GO-20141448551,2014-02-01,1.39123E+12,2014-01-01,1.38855E+12,2014,February,1,32,Saturday  ,9,2014,January,1,1,Wednesday ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,35,Westminster-Branson,35,Westminster-Branson (35),-79.44873139,43.78549926
82,GO-20141456726,2014-02-02,1.39132E+12,2014-01-10,1.38933E+12,2014,February,2,33,Sunday    ,17,2014,January,10,10,Friday    ,11,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,120,Clairlea-Birchmount,120,Clairlea-Birchmount (120),-79.28727452,43.7269311
83,GO-20141455610,2014-02-02,1.39132E+12,2014-01-29,1.39097E+12,2014,February,2,33,Sunday    ,13,2014,January,29,29,Wednesday ,21,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,73,Moss Park,73,Moss Park (73),-79.36912387,43.66352694
84,GO-20141456831,2014-02-02,1.39132E+12,2014-02-02,1.39132E+12,2014,February,2,33,Sunday    ,17,2014,February,2,33,Sunday    ,0,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,143,West Rouge,131,Rouge (131),-79.17570261,43.80140028
85,GO-20141454869,2014-02-02,1.39132E+12,2013-09-10,1.37879E+12,2014,February,2,33,Sunday    ,11,2013,September,10,253,Tuesday   ,12,D51,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,72,Regent Park,72,Regent Park (72),-79.36476976,43.66044171
86,GO-20141523716,2014-02-02,1.39132E+12,2014-01-11,1.38942E+12,2014,February,2,33,Sunday    ,17,2014,January,11,11,Saturday  ,11,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,47,Don Valley Village,47,Don Valley Village (47),-79.34371914,43.7758285
87,GO-20141641161,2014-02-03,1.3914E+12,2014-02-01,1.39123E+12,2014,February,3,34,Monday    ,13,2014,February,1,32,Saturday  ,13,D42,Convenience Stores,Commercial,2133,200,Theft Over - Shoplifting,Theft Over,145,Malvern West,132,Malvern (132),-79.23234876,43.81524484
88,GO-20141468311,2014-02-04,1.39149E+12,2014-01-27,1.3908E+12,2014,February,4,35,Tuesday   ,13,2014,January,27,27,Monday    ,5,D51,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,73,Moss Park,73,Moss Park (73),-79.36863437,43.65214226
89,GO-20141470964,2014-02-04,1.39149E+12,2014-01-14,1.38968E+12,2014,February,4,35,Tuesday   ,19,2014,January,14,14,Tuesday   ,0,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.29975363,43.76377894
90,GO-20141467838,2014-02-04,1.39149E+12,2013-06-01,1.37006E+12,2014,February,4,35,Tuesday   ,12,2013,June,1,152,Saturday  ,8,D43,"Dealership (Car, Motorcycle, Marine, Trailer, Etc.)",Commercial,2130,220,Theft - Misapprop Funds Over,Theft Over,136,West Hill,136,West Hill (136),-79.19440981,43.76133291
91,GO-20141475975,2014-02-05,1.39158E+12,2014-02-05,1.39158E+12,2014,February,5,36,Wednesday ,20,2014,February,5,36,Wednesday ,20,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,128,Agincourt South-Malvern West,128,Agincourt South-Malvern West (128),-79.28592547,43.79236761
92,GO-20141472601,2014-02-05,1.39158E+12,2014-01-15,1.38976E+12,2014,February,5,36,Wednesday ,9,2014,January,15,15,Wednesday ,12,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60173404,43.71843663
93,GO-20141482008,2014-02-06,1.39166E+12,2014-02-06,1.39166E+12,2014,February,6,37,Thursday  ,19,2014,February,6,37,Thursday  ,19,D42,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,130,Milliken,130,Milliken (130),-79.24700335,43.82206437
94,GO-20141479482,2014-02-06,1.39166E+12,2014-02-03,1.3914E+12,2014,February,6,37,Thursday  ,12,2014,February,3,34,Monday    ,14,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,200,Theft From Mail / Bag / Key,Theft Over,54,O'Connor-Parkview,54,O'Connor-Parkview (54),-79.31641836,43.70493215
95,GO-20141482765,2014-02-06,1.39166E+12,2014-02-05,1.39158E+12,2014,February,6,37,Thursday  ,21,2014,February,5,36,Wednesday ,2,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38359055,43.65830353
96,GO-20141487437,2014-02-07,1.39175E+12,2014-02-07,1.39175E+12,2014,February,7,38,Friday    ,16,2014,February,7,38,Friday    ,16,D53,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2133,200,Theft Over - Shoplifting,Theft Over,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.34277682,43.70554365
97,GO-20141486113,2014-02-07,1.39175E+12,2014-02-05,1.39158E+12,2014,February,7,38,Friday    ,15,2014,February,5,36,Wednesday ,0,D32,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,27,York University Heights,27,York University Heights (27),-79.47507681,43.75721225
98,GO-20141486298,2014-02-07,1.39175E+12,2014-02-06,1.39166E+12,2014,February,7,38,Friday    ,13,2014,February,6,37,Thursday  ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38263784,43.65296428
99,GO-20141487056,2014-02-07,1.39175E+12,2014-02-06,1.39166E+12,2014,February,7,38,Friday    ,15,2014,February,6,37,Thursday  ,8,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.3805775,43.64641459
100,GO-20141484867,2014-02-07,1.39175E+12,2013-06-30,1.37256E+12,2014,February,7,38,Friday    ,12,2013,June,30,181,Sunday    ,12,D31,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.51886989,43.73857428
101,GO-20141494694,2014-02-08,1.39184E+12,2013-09-01,1.37801E+12,2014,February,8,39,Saturday  ,20,2013,September,1,244,Sunday    ,12,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,33,Clanton Park,33,Clanton Park (33),-79.44008961,43.74049474
102,GO-20141492599,2014-02-08,1.39184E+12,2014-01-25,1.39063E+12,2014,February,8,39,Saturday  ,16,2014,January,25,25,Saturday  ,8,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,169,Bay-Cloverhill,76,Bay Street Corridor (76),-79.38770919,43.66920897
103,GO-20141492300,2014-02-08,1.39184E+12,2014-02-08,1.39184E+12,2014,February,8,39,Saturday  ,12,2014,February,8,39,Saturday  ,12,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,40,St.Andrew-Windfields,40,St.Andrew-Windfields (40),-79.36126638,43.75871485
104,GO-20141498920,2014-02-09,1.39192E+12,2014-02-09,1.39192E+12,2014,February,9,40,Sunday    ,16,2014,February,9,40,Sunday    ,16,D53,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,55,Thorncliffe Park,55,Thorncliffe Park (55),-79.3415976,43.70449995
105,GO-20141505704,2014-02-10,1.39201E+12,2014-02-10,1.39201E+12,2014,February,10,41,Monday    ,18,2014,February,10,41,Monday    ,18,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken,130,Milliken (130),-79.2565134,43.83537761
106,GO-20141513111,2014-02-11,1.39209E+12,2014-02-11,1.39209E+12,2014,February,11,42,Tuesday   ,23,2014,February,11,42,Tuesday   ,21,D43,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,134,Highland Creek,134,Highland Creek (134),-79.18396313,43.78450192
107,GO-20141513734,2014-02-12,1.39218E+12,2014-02-12,1.39218E+12,2014,February,12,43,Wednesday ,3,2014,February,12,43,Wednesday ,2,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,94,Wychwood,94,Wychwood (94),-79.43083079,43.67435615
108,GO-20141514830,2014-02-12,1.39218E+12,2014-02-11,1.39209E+12,2014,February,12,43,Wednesday ,9,2014,February,11,42,Tuesday   ,17,D22,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,159,Etobicoke City Centre,14,Islington-City Centre West (14),-79.54633921,43.62345866
109,GO-20141515313,2014-02-12,1.39218E+12,2014-02-11,1.39209E+12,2014,February,12,43,Wednesday ,18,2014,February,11,42,Tuesday   ,18,D54,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,59,Danforth East York,59,Danforth East York (59),-79.3199117,43.6958764
110,GO-20141514640,2014-02-12,1.39218E+12,2014-02-11,1.39209E+12,2014,February,12,43,Wednesday ,8,2014,February,11,42,Tuesday   ,20,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken,130,Milliken (130),-79.25272136,43.82304496
111,GO-20141516921,2014-02-12,1.39218E+12,2014-02-11,1.39209E+12,2014,February,12,43,Wednesday ,15,2014,February,11,42,Tuesday   ,16,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.34624575,43.74783166
112,GO-20141521227,2014-02-13,1.39227E+12,2014-02-13,1.39227E+12,2014,February,13,44,Thursday  ,12,2014,February,13,44,Thursday  ,9,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.58381878,43.68481377
113,GO-20141525032,2014-02-13,1.39227E+12,2014-02-13,1.39227E+12,2014,February,13,44,Thursday  ,20,2014,February,13,44,Thursday  ,15,D13,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,200,Theft From Mail / Bag / Key,Theft Over,108,Briar Hill-Belgravia,108,Briar Hill-Belgravia (108),-79.44981897,43.69906145
114,GO-20141521717,2014-02-13,1.39227E+12,2014-01-05,1.3889E+12,2014,February,13,44,Thursday  ,12,2014,January,5,5,Sunday    ,21,D22,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,18,New Toronto,18,New Toronto (18),-79.52445419,43.60182016
115,GO-20141527859,2014-02-14,1.39235E+12,2014-02-14,1.39235E+12,2014,February,14,45,Friday    ,10,2014,February,14,45,Friday    ,10,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.63493214,43.74743081
116,GO-20141528527,2014-02-14,1.39235E+12,2014-02-10,1.39201E+12,2014,February,14,45,Friday    ,14,2014,February,10,41,Monday    ,22,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,164,Wellington Place,77,Waterfront Communities-The Island (77),-79.39747184,43.64588374
117,GO-20141528073,2014-02-14,1.39235E+12,2014-02-13,1.39227E+12,2014,February,14,45,Friday    ,15,2014,February,13,44,Thursday  ,14,D31,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.51334606,43.72198096
118,GO-20141534507,2014-02-15,1.39244E+12,2014-02-14,1.39235E+12,2014,February,15,46,Saturday  ,11,2014,February,14,45,Friday    ,18,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,31,Yorkdale-Glen Park,31,Yorkdale-Glen Park (31),-79.45634442,43.70843938
119,GO-20141533742,2014-02-15,1.39244E+12,2014-02-14,1.39235E+12,2014,February,15,46,Saturday  ,9,2014,February,14,45,Friday    ,17,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.52871732,43.75343512
120,GO-20141546389,2014-02-17,1.39261E+12,2014-02-16,1.39253E+12,2014,February,17,48,Monday    ,17,2014,February,16,47,Sunday    ,22,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,154,Oakdale-Beverley Heights,26,Downsview-Roding-CFB (26),-79.52901306,43.72306719
121,GO-20141547818,2014-02-17,1.39261E+12,2014-02-17,1.39261E+12,2014,February,17,48,Monday    ,17,2014,February,17,48,Monday    ,17,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.37997035,43.65405661
122,GO-20141550208,2014-02-18,1.3927E+12,2014-02-18,1.3927E+12,2014,February,18,49,Tuesday   ,7,2014,February,18,49,Tuesday   ,7,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.60173404,43.71843663
123,GO-20141553319,2014-02-18,1.3927E+12,2014-02-18,1.3927E+12,2014,February,18,49,Tuesday   ,16,2014,February,18,49,Tuesday   ,16,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,170,Yonge-Bay Corridor,76,Bay Street Corridor (76),-79.38067125,43.65576788
124,GO-20141552352,2014-02-18,1.3927E+12,2014-02-18,1.3927E+12,2014,February,18,49,Tuesday   ,13,2014,February,18,49,Tuesday   ,13,D33,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,42,Banbury-Don Mills,42,Banbury-Don Mills (42),-79.34085606,43.72765025
125,GO-20141561384,2014-02-19,1.39279E+12,2014-02-19,1.39279E+12,2014,February,19,50,Wednesday ,21,2014,February,19,50,Wednesday ,9,D11,"Open Areas (Lakes, Parks, Rivers)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,87,High Park-Swansea,87,High Park-Swansea (87),-79.46611858,43.64522337
126,GO-20141559364,2014-02-19,1.39279E+12,2014-02-19,1.39279E+12,2014,February,19,50,Wednesday ,15,2014,February,19,50,Wednesday ,14,D23,Bar / Restaurant,Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.57033485,43.69051113
127,GO-20141567545,2014-02-20,1.39287E+12,2014-01-14,1.38968E+12,2014,February,20,51,Thursday  ,20,2014,January,14,14,Tuesday   ,0,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,109,Caledonia-Fairbank,109,Caledonia-Fairbank (109),-79.44992898,43.68748823
128,GO-20141563630,2014-02-20,1.39287E+12,2014-02-02,1.39132E+12,2014,February,20,51,Thursday  ,10,2014,February,2,33,Sunday    ,18,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,98,Rosedale-Moore Park,98,Rosedale-Moore Park (98),-79.38372272,43.68796749
129,GO-20141563527,2014-02-20,1.39287E+12,2014-02-20,1.39287E+12,2014,February,20,51,Thursday  ,11,2014,February,20,51,Thursday  ,11,D42,Convenience Stores,Commercial,2130,210,Theft Over,Theft Over,148,East L'Amoreaux,117,L'Amoreaux (117),-79.31617724,43.80116004
130,GO-20141563619,2014-02-20,1.39287E+12,2014-02-20,1.39287E+12,2014,February,20,51,Thursday  ,9,2014,February,20,51,Thursday  ,9,D43,Schools During Un-Supervised Activity,Educational,2130,210,Theft Over,Theft Over,134,Highland Creek,134,Highland Creek (134),-79.18396313,43.78450192
131,GO-20141565336,2014-02-20,1.39287E+12,2014-02-20,1.39287E+12,2014,February,20,51,Thursday  ,13,2014,February,20,51,Thursday  ,12,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,99,Mount Pleasant East,99,Mount Pleasant East (99),-79.37917799,43.71119227
132,GO-20141573896,2014-02-21,1.39296E+12,2014-01-01,1.38855E+12,2014,February,21,52,Friday    ,22,2014,January,1,1,Wednesday ,0,D54,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,58,Old East York,58,Old East York (58),-79.34480551,43.69333214
133,GO-20141578351,2014-02-22,1.39305E+12,2014-02-22,1.39305E+12,2014,February,22,53,Saturday  ,15,2014,February,22,53,Saturday  ,15,D55,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,70,South Riverdale,70,South Riverdale (70),-79.35085841,43.66257489
134,GO-20141586045,2014-02-23,1.39313E+12,2014-02-23,1.39313E+12,2014,February,23,54,Sunday    ,23,2014,February,23,54,Sunday    ,23,D11,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2132,200,Theft From Motor Vehicle Over,Theft Over,83,Dufferin Grove,83,Dufferin Grove (83),-79.44396169,43.65502024
135,GO-20141581210,2014-02-23,1.39313E+12,2014-02-22,1.39305E+12,2014,February,23,54,Sunday    ,1,2014,February,22,53,Saturday  ,19,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,52,Bayview Village,52,Bayview Village (52),-79.39070568,43.78224543
136,GO-20141583598,2014-02-23,1.39313E+12,2014-02-23,1.39313E+12,2014,February,23,54,Sunday    ,13,2014,February,23,54,Sunday    ,1,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,84,Little Portugal,84,Little Portugal (84),-79.4273096,43.64292747
137,GO-20141587443,2014-02-24,1.39322E+12,2014-02-21,1.39296E+12,2014,February,24,55,Monday    ,7,2014,February,21,52,Friday    ,16,D31,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,25,Glenfield-Jane Heights,25,Glenfield-Jane Heights (25),-79.52908747,43.74841708
138,GO-20141587705,2014-02-24,1.39322E+12,2014-02-23,1.39313E+12,2014,February,24,55,Monday    ,8,2014,February,23,54,Sunday    ,15,NSA,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,NSA,NSA,NSA,NSA,-79.8651624,43.54730825
139,GO-20141589880,2014-02-24,1.39322E+12,2014-02-22,1.39305E+12,2014,February,24,55,Monday    ,14,2014,February,22,53,Saturday  ,3,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,78,Kensington-Chinatown,78,Kensington-Chinatown (78),-79.39663486,43.64943107
140,GO-20141595015,2014-02-25,1.3933E+12,2014-02-15,1.39244E+12,2014,February,25,56,Tuesday   ,11,2014,February,15,46,Saturday  ,0,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,100,Yonge-Eglinton,100,Yonge-Eglinton (100),-79.40544088,43.70325893
141,GO-20141595545,2014-02-25,1.3933E+12,2014-02-25,1.3933E+12,2014,February,25,56,Tuesday   ,16,2014,February,25,56,Tuesday   ,16,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,2130,210,Theft Over,Theft Over,1,West Humber-Clairville,1,West Humber-Clairville (1),-79.57826407,43.7013178
142,GO-20141597650,2014-02-25,1.3933E+12,2014-02-25,1.3933E+12,2014,February,25,56,Tuesday   ,19,2014,February,25,56,Tuesday   ,16,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale,119,Wexford/Maryvale (119),-79.29952645,43.72517267
143,GO-20141604934,2014-02-26,1.39339E+12,2014-02-20,1.39287E+12,2014,February,26,57,Wednesday ,22,2014,February,20,51,Thursday  ,23,D43,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,139,Scarborough Village,139,Scarborough Village (139),-79.21599845,43.73261036
144,GO-20141600696,2014-02-26,1.39339E+12,2014-01-08,1.38916E+12,2014,February,26,57,Wednesday ,10,2014,January,8,8,Wednesday ,6,D32,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,153,Avondale,51,Willowdale East (51),-79.40854465,43.75760032
145,GO-20141606286,2014-02-27,1.39348E+12,2014-02-26,1.39339E+12,2014,February,27,58,Thursday  ,8,2014,February,26,57,Wednesday ,18,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,105,Lawrence Park North,105,Lawrence Park North (105),-79.39426197,43.72923321
146,GO-20141607157,2014-02-27,1.39348E+12,2014-02-02,1.39132E+12,2014,February,27,58,Thursday  ,10,2014,February,2,33,Sunday    ,0,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,50,Newtonbrook East,50,Newtonbrook East (50),-79.41284657,43.79199451
